HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.uid,Input.url,Input.screenshot,Input.title,Input.description,Input.class,Input.bin,Answer.taskAnswers,Approve,Reject
3T5ZXGO9DE9NXMLB6LS5JAPA1DZQZJ,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,3X4JMASXCNU6DFAQ9BNO76NHTQB0BA,A2CJFO19NY4T5R,Approved,Thu Jun 03 06:39:42 PDT 2021,Thu Jun 03 06:44:31 PDT 2021,Sun Jun 06 06:44:31 PDT 2021,Sun Jun 06 06:45:07 PDT 2021,,,289,100% (107/107),0% (0/0),0% (0/0),1110410,protonmail.com,1110410.jpeg,Secure email ProtonMail is free encrypted email.,"ProtonMail is the world's largest secure email service, developed by CERN and MIT scientists. We are open source and protected by Swiss privacy law",13,0,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3T5ZXGO9DE9NXMLB6LS5JAPA1DZQZJ,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,3BEFOD78W7EJVUWOJ10ZXPOOM18M4E,A2TUNPP2GOQ1N3,Approved,Thu Jun 03 08:29:50 PDT 2021,Thu Jun 03 08:30:18 PDT 2021,Sun Jun 06 08:30:18 PDT 2021,Sun Jun 06 08:31:07 PDT 2021,,,28,100% (92/92),0% (0/0),0% (0/0),1110410,protonmail.com,1110410.jpeg,Secure email ProtonMail is free encrypted email.,"ProtonMail is the world's largest secure email service, developed by CERN and MIT scientists. We are open source and protected by Swiss privacy law",13,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3T5ZXGO9DE9NXMLB6LS5JAPA1DZQZJ,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,33JKGHPFYDF5H26U16FVWYUODJ0MN8,AMG9Y1YLBTKIV,Approved,Thu Jun 03 11:31:17 PDT 2021,Thu Jun 03 11:31:50 PDT 2021,Sun Jun 06 11:31:50 PDT 2021,Sun Jun 06 11:32:13 PDT 2021,,,33,100% (424/424),0% (0/0),0% (0/0),1110410,protonmail.com,1110410.jpeg,Secure email ProtonMail is free encrypted email.,"ProtonMail is the world's largest secure email service, developed by CERN and MIT scientists. We are open source and protected by Swiss privacy law",13,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
33EEIIWHK7S6O2G15O32Y4CED2TQVJ,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:21 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:21 PDT 2021,,,3WJ1OXY92B1JCUA1Y1075A9TU60A8A,A2CJFO19NY4T5R,Approved,Thu Jun 03 06:06:52 PDT 2021,Thu Jun 03 06:13:42 PDT 2021,Sun Jun 06 06:13:42 PDT 2021,Sun Jun 06 06:14:07 PDT 2021,,,410,100% (107/107),0% (0/0),0% (0/0),1109286,wax.proboards.com,1109286.jpeg,Home  Rogues Robot Wars,,6,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
33EEIIWHK7S6O2G15O32Y4CED2TQVJ,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:21 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:21 PDT 2021,,,34PGFRQONPW53O9NQATQCPFY213JWM,AMG9Y1YLBTKIV,Approved,Thu Jun 03 11:01:20 PDT 2021,Thu Jun 03 11:01:50 PDT 2021,Sun Jun 06 11:01:50 PDT 2021,Sun Jun 06 11:02:13 PDT 2021,,,30,100% (424/424),0% (0/0),0% (0/0),1109286,wax.proboards.com,1109286.jpeg,Home  Rogues Robot Wars,,6,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
33EEIIWHK7S6O2G15O32Y4CED2TQVJ,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:21 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:21 PDT 2021,,,3E1QT0TDFQUYICTZAPSKM8XC7HR8I4,A2TUNPP2GOQ1N3,Approved,Fri Jun 04 02:24:39 PDT 2021,Fri Jun 04 02:25:39 PDT 2021,Mon Jun 07 02:25:39 PDT 2021,Mon Jun 07 02:26:27 PDT 2021,,,60,100% (92/92),0% (0/0),0% (0/0),1109286,wax.proboards.com,1109286.jpeg,Home  Rogues Robot Wars,,6,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""YES"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
388FBO7JZRE2PZYEU7Y519L3Q88YND,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,3ZAK8W07I5ZL9EJW924JCWF5ICT0U4,AMG9Y1YLBTKIV,Approved,Thu Jun 03 11:32:43 PDT 2021,Thu Jun 03 11:33:56 PDT 2021,Sun Jun 06 11:33:56 PDT 2021,Sun Jun 06 11:34:09 PDT 2021,,,73,100% (424/424),0% (0/0),0% (0/0),1838954,appstate.kappadelta.org,1838954.jpeg,Home  Kappa Delta at Appalachian State University,Welcome to the Appalachian State University chapter of Kappa Delta.,11,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
388FBO7JZRE2PZYEU7Y519L3Q88YND,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,34X6J5FLPUJ0JRD1E1UKK0XCE4QJQU,A681XM15AN28F,Approved,Fri Jun 04 11:17:27 PDT 2021,Fri Jun 04 11:17:46 PDT 2021,Mon Jun 07 11:17:46 PDT 2021,Mon Jun 07 11:18:27 PDT 2021,,,19,100% (481/481),0% (0/0),0% (0/0),1838954,appstate.kappadelta.org,1838954.jpeg,Home  Kappa Delta at Appalachian State University,Welcome to the Appalachian State University chapter of Kappa Delta.,11,0,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
388FBO7JZRE2PZYEU7Y519L3Q88YND,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,3HRMW88U17B2W6EN00DXLMYB5UPM05,AE03LUY7RH400,Approved,Fri Jun 04 11:37:23 PDT 2021,Fri Jun 04 11:41:28 PDT 2021,Mon Jun 07 11:41:28 PDT 2021,Mon Jun 07 11:42:27 PDT 2021,,,245,100% (306/306),0% (0/0),0% (0/0),1838954,appstate.kappadelta.org,1838954.jpeg,Home  Kappa Delta at Appalachian State University,Welcome to the Appalachian State University chapter of Kappa Delta.,11,0,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""YES"",""category-4"":""YES"",""category-5"":""YES"",""category-6"":""YES"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
3ZZAYRN1I6COQYZWLGBJ8HTT1GVTOY,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:22 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:22 PDT 2021,,,3LEIZ60CDKKKR71JFLMKMZVDNXRZ9R,A2CJFO19NY4T5R,Approved,Thu Jun 03 06:46:13 PDT 2021,Thu Jun 03 06:53:59 PDT 2021,Sun Jun 06 06:53:59 PDT 2021,Sun Jun 06 06:54:07 PDT 2021,,,466,100% (107/107),0% (0/0),0% (0/0),1082971,www.sprongdesign.com,1082971.jpeg,sprongdesign  A Pretty Good Shop,"Sprong Design is a  multidisciplinary, awardwinning marketing and advertising company in North Texas offering creative graphic and website design, a onestop creative shop.",5,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3ZZAYRN1I6COQYZWLGBJ8HTT1GVTOY,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:22 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:22 PDT 2021,,,36WLNQG780V545PKHIM3SVPLNRNBE9,AKSJ3C5O3V9RB,Approved,Thu Jun 03 06:58:57 PDT 2021,Thu Jun 03 07:56:55 PDT 2021,Sun Jun 06 07:56:55 PDT 2021,Sun Jun 06 07:57:07 PDT 2021,,,3478,100% (362/362),0% (0/0),0% (0/0),1082971,www.sprongdesign.com,1082971.jpeg,sprongdesign  A Pretty Good Shop,"Sprong Design is a  multidisciplinary, awardwinning marketing and advertising company in North Texas offering creative graphic and website design, a onestop creative shop.",5,0,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3ZZAYRN1I6COQYZWLGBJ8HTT1GVTOY,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:22 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:22 PDT 2021,,,3NOKK93PR2T3B814R9OTT3V6QP9EEN,AMG9Y1YLBTKIV,Approved,Thu Jun 03 11:37:54 PDT 2021,Thu Jun 03 11:38:22 PDT 2021,Sun Jun 06 11:38:22 PDT 2021,Sun Jun 06 11:39:08 PDT 2021,,,28,100% (424/424),0% (0/0),0% (0/0),1082971,www.sprongdesign.com,1082971.jpeg,sprongdesign  A Pretty Good Shop,"Sprong Design is a  multidisciplinary, awardwinning marketing and advertising company in North Texas offering creative graphic and website design, a onestop creative shop.",5,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3ZQX1VYFTDQ5SE78II0OHLX6N3B8OP,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:22 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:22 PDT 2021,,,3WETL7AQWUT05RSEROEU6ILWM7K35K,AMG9Y1YLBTKIV,Approved,Thu Jun 03 11:39:57 PDT 2021,Thu Jun 03 11:40:53 PDT 2021,Sun Jun 06 11:40:53 PDT 2021,Sun Jun 06 11:41:08 PDT 2021,,,56,100% (424/424),0% (0/0),0% (0/0),1841116,www.petraministries.org,1841116.jpeg,Website not found,,4,2,"[{""category-0"":""NO"",""category-1"":""UNSURE"",""category-10"":""UNSURE"",""category-11"":""UNSURE"",""category-12"":""UNSURE"",""category-13"":""UNSURE"",""category-2"":""UNSURE"",""category-3"":""UNSURE"",""category-4"":""UNSURE"",""category-5"":""UNSURE"",""category-6"":""UNSURE"",""category-7"":""UNSURE"",""category-8"":""UNSURE"",""category-9"":""UNSURE"",""offline"":{""on"":true}}]",,
3ZQX1VYFTDQ5SE78II0OHLX6N3B8OP,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:22 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:22 PDT 2021,,,3FE2ERCCZYTTKQ3JU170SROO8Z8OPF,A1965LD689F8U1,Approved,Thu Jun 03 14:05:14 PDT 2021,Thu Jun 03 14:05:43 PDT 2021,Sun Jun 06 14:05:43 PDT 2021,Sun Jun 06 14:06:08 PDT 2021,,,29,100% (9/9),0% (0/0),0% (0/0),1841116,www.petraministries.org,1841116.jpeg,Website not found,,4,2,"[{""category-0"":""UNSURE"",""category-1"":""UNSURE"",""category-10"":""UNSURE"",""category-11"":""UNSURE"",""category-12"":""UNSURE"",""category-13"":""UNSURE"",""category-2"":""UNSURE"",""category-3"":""UNSURE"",""category-4"":""UNSURE"",""category-5"":""UNSURE"",""category-6"":""UNSURE"",""category-7"":""UNSURE"",""category-8"":""UNSURE"",""category-9"":""UNSURE"",""offline"":{""on"":true}}]",,
3ZQX1VYFTDQ5SE78II0OHLX6N3B8OP,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:22 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:22 PDT 2021,,,358UUM7WR0O7BXRZQ7UNM028JUP7R7,ARFAW0SGYEMFL,Approved,Fri Jun 04 06:56:41 PDT 2021,Fri Jun 04 07:04:22 PDT 2021,Mon Jun 07 07:04:22 PDT 2021,Mon Jun 07 07:04:27 PDT 2021,,,461,100% (512/512),0% (0/0),0% (0/0),1841116,www.petraministries.org,1841116.jpeg,Website not found,,4,2,"[{""category-0"":""UNSURE"",""category-1"":""UNSURE"",""category-10"":""UNSURE"",""category-11"":""UNSURE"",""category-12"":""UNSURE"",""category-13"":""UNSURE"",""category-2"":""UNSURE"",""category-3"":""UNSURE"",""category-4"":""UNSURE"",""category-5"":""UNSURE"",""category-6"":""UNSURE"",""category-7"":""UNSURE"",""category-8"":""UNSURE"",""category-9"":""UNSURE"",""offline"":{""on"":true}}]",,
3B623HUYJ4BKQ6Z1PZHX1Q77KSE8SM,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,3IHR8NYAM8MPGXT1BHSRETIJR77P43,ARFAW0SGYEMFL,Approved,Thu Jun 03 10:33:48 PDT 2021,Thu Jun 03 10:36:46 PDT 2021,Sun Jun 06 10:36:46 PDT 2021,Sun Jun 06 10:37:07 PDT 2021,,,178,100% (512/512),0% (0/0),0% (0/0),927078,www.atypi.org,927078.jpeg,ATypI,,2,2,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3B623HUYJ4BKQ6Z1PZHX1Q77KSE8SM,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,3IQ1VMJRYU5JQZTB3T6L5644EESA9D,AMG9Y1YLBTKIV,Approved,Thu Jun 03 14:41:55 PDT 2021,Thu Jun 03 14:42:27 PDT 2021,Sun Jun 06 14:42:27 PDT 2021,Sun Jun 06 14:43:11 PDT 2021,,,32,100% (424/424),0% (0/0),0% (0/0),927078,www.atypi.org,927078.jpeg,ATypI,,2,2,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
3B623HUYJ4BKQ6Z1PZHX1Q77KSE8SM,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,3IQ1VMJRYU5JQZTB3T6L5644EFFA92,A3HW4QDJB63OQ2,Approved,Thu Jun 03 20:11:21 PDT 2021,Thu Jun 03 20:12:08 PDT 2021,Sun Jun 06 20:12:08 PDT 2021,Sun Jun 06 20:12:21 PDT 2021,,,47,100% (227/227),0% (0/0),0% (0/0),927078,www.atypi.org,927078.jpeg,ATypI,,2,2,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3WA2XVDZEM2WC9BVVP0USV71D6F6EX,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,3VD82FOHKR9AQ1UFPWLU8RPH9EROCV,A2CJFO19NY4T5R,Approved,Thu Jun 03 06:43:33 PDT 2021,Thu Jun 03 06:48:06 PDT 2021,Sun Jun 06 06:48:06 PDT 2021,Sun Jun 06 06:48:07 PDT 2021,,,273,100% (107/107),0% (0/0),0% (0/0),1144615,www.stolencarreports.com,1144615.jpeg,Stolen Car,The Nation's Neighborhood Watch for Stolen Vehicles helps victims of auto theft get their vehicles back,11,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
3WA2XVDZEM2WC9BVVP0USV71D6F6EX,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:31 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:31 PDT 2021,,,3A9AA95ATX77CGX1PMB1JLOXR225PM,A1IZ4NX41GKU4X,Approved,Thu Jun 03 06:49:14 PDT 2021,Thu Jun 03 06:50:02 PDT 2021,Sun Jun 06 06:50:02 PDT 2021,Sun Jun 06 06:50:07 PDT 2021,,,48,100% (33/33),0% (0/0),0% (0/0),1144615,www.stolencarreports.com,1144615.jpeg,Stolen Car,The Nation's Neighborhood Watch for Stolen Vehicles helps victims of auto theft get their vehicles back,11,1,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""YES"",""category-12"":""YES"",""category-13"":""YES"",""category-2"":""YES"",""category-3"":""YES"",""category-4"":""YES"",""category-5"":""YES"",""category-6"":""YES"",""category-7"":""YES"",""category-8"":""YES"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
